Name deutsch;Name englisch;URL der Einrichtung;Einrichtungsart;Einrichtungsart englisch;DFG Instituts ID;Straße;Hausnummer;Postfach;Postleizahl vor Ort;Ort;Postleitzahl nach Ort;DESTATIS Fächerguppe;DESTATIS Lehr- Forschungsbereich;DESTATIS Fachgebiet;GRID ID;Crossref ID 1;Crossref ID 2;Crossref ID 3;URL GERiT Nachweis;;;
Deutsches Tanzfilminstitut Bremen;German Dance Film Institute Bremen;www.deutsches-tanzfilminstitut.de;Sonst. Forschg;other res. inst.;250007152;Am Wall;201;;28195;Bremen;;Kunst, Kunstwissenschaft;Darstellende Kunst, Film und Fernsehen, Theaterwissenschaft;Tanzwissenschaft;;;;;http://www.gerit.org/de/institutiondetail/250007152;;;
Institut für Angewandte Informatik (InfAI) e. V. - An-Institut an der Universität Leipzig;Institute for Applied Informatics (InfAI) e.V.;infai.org;Sonst. Forschg;other res. inst.;250148565;Goerdelerring;9;;4109;Leipzig;;Ingenieurwissenschaften;Informatik;Informatik allgemein;;;;;http://www.gerit.org/de/institutiondetail/250148565;;;
Deutsches Evangelisches Institut für  Altertumswissenschaft des Heiligen Landes (DEI);  Institut Jerusalem;German Protestant Institute of Archaeology in the Holy Land (GPIA), Jerusalem Institute;www.deiahl.de/institut-jerusalem.html;Sonst. Forschg;other res. inst.;250441231;P. O. Box 184 63;;;91184;Jerusalem;;Geisteswissenschaften;Geschichte;Archäologie;grid.493158.2;;;;http://www.gerit.org/de/institutiondetail/250441231;;
Herbarium Leipzig;Leipzig Herbarium;www.herbarium-leipzig.de/;Sonst. Forschg;other res. inst.;252385242;Brockhausstraße;22;;4229;Leipzig;;Mathematik, Naturwissenschaften;Biologie;Botanik;;;;;http://www.gerit.org/de/institutiondetail/252385242;;;
Institut für Bildungsmonitoring und Qualitätsentwicklung (IfBQ);Institute for Educational Monitoring and Quality Development (IfBQ);www.hamburg.de/bsb/ifbq/;Landesforschung;state research;252463329;Beltgens Garten;25;;20537;Hamburg;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Erziehungswissenschaften;Schulpädagogik;;;;;http://www.gerit.org/de/institutiondetail/252463329;;;
Institut für EnergieTransformation;Institute of Energy Transformation;www.energietransformation.org;Sonst. Forschg;other res. inst.;252482584;Erzberger Straße;14;;47533;Kleve;;Ingenieurwissenschaften;Ingenieurwissenschaften allgemein;Regenerative Energien;grid.461630.6;;;;http://www.gerit.org/de/institutiondetail/252482584;;;
Zentrum Bundesrepublik Deutschland des Internationalen Theaterinstituts e.V.;German Centre of the International Theatre Institute ITI;www.iti-germany.de;Sonst. Forschg;other res. inst.;252525534;Mariannenplatz;2;;10997;Berlin;;Kunst, Kunstwissenschaft;Darstellende Kunst, Film und Fernsehen, Theaterwissenschaft;Darstellende Kunst, Film und Fernsehen, Theaterwissenschaft allgemein;;;;;http://www.gerit.org/de/institutiondetail/252525534;;;
Selma Stern Zentrum für Jüdische Studien Berlin-Brandenburg (ZJS);;www.selma-stern-zentrum.de/;Sonst. Forschg;other res. inst.;252617664;Sophienstraße;22a;;10178;Berlin;;Geisteswissenschaften;Sonstige/Außereuropäische Sprach- und Kulturwissenschaften;Judaistik/Hebräisch;;;;;http://www.gerit.org/de/institutiondetail/252617664;;;
Hermann Buhl Institut für Hypoxie und Schlafmedizinforschung gGmbH;Hermann Buhl Institute for Hypoxia and Sleep Medicine;www.hypoxie.com;Sonst. Forschg;other res. inst.;252661551;Ghersburgstraße;9;;83043;Bad Aibling;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Praktische Humanmedizin (ohne Zahnmedizin);Rehabilitation;;;;;http://www.gerit.org/de/institutiondetail/252661551;;;
Fraunhofer-Einrichtung für Wertstoffkreisläufe und Ressourcenstrategie IWKS;Fraunhofer Research Institution for Materials Recycling and Resource Strategies IWKS;www.iwks.fraunhofer.de/;FhG;Fraunhofer;253377316;Brentanostraße;2;;63755;Alzenau;;Ingenieurwissenschaften;Materialwissenschaft und Werkstofftechnik;Werkstofftechnik;;;;;http://www.gerit.org/de/institutiondetail/253377316;;;
HIAT gGmbH Hydrogen and Informatics Institute of Applied Technologies;HIAT gGmbH Hydrogen and Informatics Institute of Applied Technologies;www.hiat.de/;Sonst. Forschg;other res. inst.;253766736;Hagenower Straße;73;;19061;Schwerin;;Ingenieurwissenschaften;Elektrotechnik und Informationstechnik;Elektrische Energietechnik;;;;;http://www.gerit.org/de/institutiondetail/253766736;;;
Institut für Rehabilitationsforschung IfR;Institute for Rehabilitation Research IfR;www.rehaforschung-norderney.de;Sonst. Forschg;other res. inst.;254034454;Kaiserstraße;26;;26548;Norderney;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Praktische Humanmedizin (ohne Zahnmedizin);Rehabilitation;;;;;http://www.gerit.org/de/institutiondetail/254034454;;;
International Solar Energy Research Center (ISC) Konstanz e.V.;International Solar Energy Research Center (ISC) Konstanz e.V.;isc-konstanz.de/;Sonst. Forschg;other res. inst.;254489726;Rudolf-Diesel-Str;15;;78467;Konstanz;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Energietechnik (ohne Elektrotechnik);;;;;http://www.gerit.org/de/institutiondetail/254489726;;;
Institute for Integrated Management of Material Fluxes and of Resources (UNU-FLORES);Institute for Integrated Management of Material Fluxes and of Resources (UNU-FLORES);flores.unu.edu;Sonst. Forschg;other res. inst.;254587240;Ammonstraße;74;;1067;Dresden;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Wirtschaftswissenschaften;Umweltwirtschaft/Umweltökonomie;;;;;http://www.gerit.org/de/institutiondetail/254587240;;;
Institut für Dopinganalytik und Sportbiochemie;Institute of Doping Analysis and Sports Biochemistry;www.idas-kreischa.de/;Sonst. Forschg;other res. inst.;255111469;Dresdner Straße;12;;1731;Kreischa;;Mathematik, Naturwissenschaften;Chemie;Biochemie (f. Chemiker);;;;;http://www.gerit.org/de/institutiondetail/255111469;;;
Graduiertenschule für Ost- und Südosteuropastudien Geschäftsstelle München;Graduate School for East and South-East Asian Studies   Munich Branch;www.gs-oses.de/graduiertenschule-fuer-ost-und-suedosteuropastudien.html;Sonst. Forschg;other res. inst.;255350613;Maria-Theresia-Straße;21;;81675;München;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Regionalwissenschaften;Ostasien;;;;;http://www.gerit.org/de/institutiondetail/255350613;;;
Institut für Sozialpädagogische Forschung Mainz e.V. (ism);Institute for Socio-Pedagogic Research Mainz (ism);www.ism-mainz.de/;Sonst. Forschg;other res. inst.;255465878;Augustinerstraße;64-66;;55116;Mainz;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Sozialwesen;Sozialpädagogik;;;;;http://www.gerit.org/de/institutiondetail/255465878;;;
Lurija Institut für Rehabilitationswissenschaften und Gesundheitsforschung;Lurija Institute of Rehabilitation Studies and Health Research;www.kliniken-schmieder.de/lurija-institut.html;Sonst. Forschg;other res. inst.;255997144;;;Postfach 240;78473;Allensbach;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Praktische Humanmedizin (ohne Zahnmedizin);Allgemeinmedizin;;;;;http://www.gerit.org/de/institutiondetail/255997144;;;
Institut für Therapie- und Gesundheitsforschung;Institute for Therapy and Health Research;www.ift-nord.de/;Sonst. Forschg;other res. inst.;256417623;Harmsstraße;2;;24114;Kiel;;Humanmedizin/Gesundheitswissenschaften;Gesundheitswissenschaften allgemein;Gesundheitswissenschaften allgemein;grid.491921.6;;;;http://www.gerit.org/de/institutiondetail/256417623;;;
Institut Denkunternehmung GbR;Institute of Denkunternehmung GbR;denkunternehmung.de/;Sonst. Forschg;other res. inst.;256727937;Lindenstraße;14;;54550;Daun;;Geisteswissenschaften;Kulturwissenschaften i.e.S.;Allgemeine Kulturwissenschaft;;;;;http://www.gerit.org/de/institutiondetail/256727937;;;
Mercator Research Institute on Global Commons and Climate Change (MCC);Mercator Research Institute on Global Commons and Climate Change (MCC);www.mcc-berlin.net/;Sonst. Forschg;other res. inst.;257355594;Torgauer Straße;Dez 15;;10829;Berlin;;Mathematik, Naturwissenschaften;Geowissenschaften (ohne Geographie);Meteorologie;grid.506488.7;;;;http://www.gerit.org/de/institutiondetail/257355594;;;
Regensburg Center of Biomedical Engineering (RCBE);Regensburg Center of Biomedical Engineering;rcbe.de/;Sonst. Forschg;other res. inst.;257392325;Am Biopark;9;;93053;Regensburg;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Theoretische Humanmedizin (einschl. Zahnmedizin);Biomedizinische Technik;;;;;http://www.gerit.org/de/institutiondetail/257392325;;;
Fachhochschule für Interkulturelle Theologie (FIT) Hermannsburg;University of Intercultural Theology (FIT) Hermannsburg;www.fh-hermannsburg.de/;Weitere HS/FS;univ.of appl.science;257864502;Missionsstraße;03. Mai;;29320;Hermannsburg;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;;;;;http://www.gerit.org/de/institutiondetail/257864502;;;
EUMETSAT;EUMETSAT;www.eumetsat.int;Int. wiss. Org.;int. scient. organ.;258030891;Eumetsat Allee;1;;64295;Darmstadt;;Mathematik, Naturwissenschaften;Geowissenschaften (ohne Geographie);Meteorologie;grid.426436.1;;;;http://www.gerit.org/de/institutiondetail/258030891;;;
Institut für Praxisforschung und Projektberatung (IPP);Institute of Practical Research and Project Consultation (IPP);www.ipp-muenchen.de/;Sonst. Forschg;other res. inst.;259037767;Ringseisstraße;8;;80337;München;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Psychologie;Sozialpsychologie;grid.506390.9;;;;http://www.gerit.org/de/institutiondetail/259037767;;;
Institut für Ionenstrahl und Vakuumverfahrenstechnik e.V.;Institut für Ionenstrahl und Vakuumverfahrenstechnik e.V.;www.ivt-esslingen.de/;Sonst. Forschg;other res. inst.;259535999;Fritz-Müller-Straße;137;;73730;Esslingen;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Verfahrenstechnik;;;;;http://www.gerit.org/de/institutiondetail/259535999;;;
Zentrum für zivilgesellschaftliche Entwicklung;Centre for Developments in Civil Society;www.zze-freiburg.de/;Sonst. Forschg;other res. inst.;260193067;Bugginger Straße;38;;79114;Freiburg;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Sozialwissenschaften;Sozialwissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/260193067;;;
Institut für KulturSemiotik;Institute of Cultural Semiotics;x-kultursemiotik.de/index.php?id=5;Sonst. Forschg;other res. inst.;260615130;Pfingstanger;3;;30974;Wennigsen;;Geisteswissenschaften;Kulturwissenschaften i.e.S.;Allgemeine Kulturwissenschaft;;;;;http://www.gerit.org/de/institutiondetail/260615130;;;
Photonik-Zentrum Kaiserslautern e.V.;Photonik-Zentrum Kaiserslautern e.V.;www.photonik-zentrum.de/;Sonst. Forschg;other res. inst.;260878041;Kohlenhofstraße;10;;67663;Kaiserslautern;;Ingenieurwissenschaften;Elektrotechnik und Informationstechnik;Elektrotechnik allgemein;;;;;http://www.gerit.org/de/institutiondetail/260878041;;;
Berliner Institut für Gesundheitsforschung (BIG);Berlin Institute of Health (BIH);www.bihealth.org/;Sonst. Forschg;other res. inst.;260999281;Anna-Louisa-Karsch-Straße;2;;10178;Berlin;;Humanmedizin/Gesundheitswissenschaften;Gesundheitswissenschaften allgemein;Gesundheitswissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/260999281;;;
Europäisches Zentrum für Minderheitenfragen (ECMI);European Centre for Minority Issues;www.ecmi.de/about/about-ecmi/about-ecmi-german/;Sonst. Forschg;other res. inst.;261093121;Schiffbrücke;12;;24939;Flensburg;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Politikwissenschaften;Politikwissenschaften allgemein;grid.461924.c;;;;http://www.gerit.org/de/institutiondetail/261093121;;;
Institut für Seevölkerrecht und Internationales Meeresumweltrecht (ISRIM);Institute for the Law of the Sea and International Marine Environmental Law (ISRIM);www.isrim.de;Sonst. Forschg;other res. inst.;261401964;Parkallee;231;;28213;Bremen;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Rechtswissenschaften;Internationales Recht und Rechtsvergleichung;;;;;http://www.gerit.org/de/institutiondetail/261401964;;;
Vetus Latina-Institut;Vetus Latina Institute;www.vetus-latina.de;Sonst. Forschg;other res. inst.;262121454;Abteistraße;2;;88631;Beuron;;Geisteswissenschaften;Kath. Theologie;Biblische Theologie (kath. Th.);;;;;http://www.gerit.org/de/institutiondetail/262121454;;;
Gesellschaft für Medizinische Ausbildung (GMA);Society for Medical Training (GMA);gesellschaft-medizinische-ausbildung.org/startseite.html;Sonst. Forschg;other res. inst.;262224647;Hartmannstraße;65;;91052;Erlangen;;Humanmedizin/Gesundheitswissenschaften;Humanmedizin allgemein;Humanmedizin allgemein;;;;;http://www.gerit.org/de/institutiondetail/262224647;;;
KW Institute for Contemporary Art;KW Institute for Contemporary Art;www.kw-berlin.de;Sonst. Forschg;other res. inst.;262231216;Auguststraße;69;;10117;Berlin;;Kunst, Kunstwissenschaft;Kunst, Kunstwissenschaft allgemein;Kunst, Kunstwissenschaft allgemein;;;;;http://www.gerit.org/de/institutiondetail/262231216;;;
General Numerics Research Lab e.V.;General Numerics Research Lab;www.general-numerics-rl.de;Sonst. Forschg;other res. inst.;262309906;An der Leite;3b;;7749;Jena;;Mathematik, Naturwissenschaften;Physik, Astronomie;Theoretische Physik;;;;;http://www.gerit.org/de/institutiondetail/262309906;;;
Wilhelm Löhe Hochschule (WLH);Wilhelm Löhe University of Applied Sciences Fürth;www.wlh-fuerth.de;Weitere HS/FS;univ.of appl.science;262843542;Merkurstraße;41;;90763;Fürth;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.506605.0;;;;http://www.gerit.org/de/institutiondetail/262843542;;;
Quadriga Hochschule Berlin;Quadriga University of Applied Sciences Berlin;www.quadriga-hochschule.com;Weitere HS/FS;univ.of appl.science;263400775;Werderscher Markt;13;;10117;Berlin;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;;;;;http://www.gerit.org/de/institutiondetail/263400775;;;
Kolleg für Management und Gestaltung nachhaltiger Entwicklung gGmbH;College for Management and Design of Sustainable Development (Kolleg für Management und Gestaltung nachhaltiger Entwicklung gGmbH);www.kmgne.de;Sonst. Forschg;other res. inst.;263847891;Reichenberger Straße;150;;10999;Berlin;;Ingenieurwissenschaften;Raumplanung;Umweltschutz;;;;;http://www.gerit.org/de/institutiondetail/263847891;;;
Leibniz-Institut für Finanzmarktforschung SAFE;Leibniz Institute for Financial Research SAFE;safe-frankfurt.de/;WGL;Leibniz;263945553;Theodor-W.-Adorno-Platz;3;;60323;Frankfurt;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Wirtschaftswissenschaften;Finanzwissenschaft;;;;;http://www.gerit.org/de/institutiondetail/263945553;;;
CODATA-Germany;CODATA-Germany;www.codata-germany.org/;Sonst. Forschg;other res. inst.;265715919;;;Postfach 20 05 48;13515;Berlin;;Ingenieurwissenschaften;Informatik;Informatik allgemein;;;;;http://www.gerit.org/de/institutiondetail/265715919;;;
adelphi research gGmbH;adelphi research gGmbH;www.adelphi.de;Sonst. Forschg;other res. inst.;267555687;Alt-Moabit;91;;10559;Berlin;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Wirtschaftswissenschaften;Umweltwirtschaft/Umweltökonomie;;;;;http://www.gerit.org/de/institutiondetail/267555687;;;
CeTIM - Center for Technology and Innovation Management;CeTIM - Center for Technology and Innovation Management;www.cetim.org;Sonst. Forschg;other res. inst.;267644809;Werner-Heisenberg-Weg;39;;85579;Neubiberg;;Ingenieurwissenschaften;Ingenieurwissenschaften allgemein;Interdisziplinäre Studien (Schwerpunkt Ingenieurwesen - ohne Mechatronik);grid.432959.0;;;;http://www.gerit.org/de/institutiondetail/267644809;;;
CentMa Research;CentMa Research;www.centma.org/;Sonst. Forschg;other res. inst.;268135331;Nipkowstraße;10;;53125;Bonn;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Agrarwissenschaften, Lebensmittel- und Getränketechnologie;Agrarwissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/268135331;;;
Murphy-Bokern Konzepte;Murphy-Bokern concepts;www.murphy-bokern.com/;Sonst. Forschg;other res. inst.;268165876;Kroge-Ehrendorf;;;49393;Lohne;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Agrarwissenschaften, Lebensmittel- und Getränketechnologie;Agrarwissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/268165876;;;
empirica  Gesellschaft für Kommunikations- und Technologieforschung mbH;empirica;www.empirica.com/empirica/kontakt_de.htm;Sonst. Forschg;other res. inst.;268166363;Oxfordstraße;2;;53111;Bonn;;Ingenieurwissenschaften;Informatik;Computer- und Kommunikationstechniken;;;;;http://www.gerit.org/de/institutiondetail/268166363;;;
European Institute for Participatory Media;European Institute for Participatory Media;eipcm.org;Sonst. Forschg;other res. inst.;268214415;Pariser Platz;6;;10117;Berlin;;Geisteswissenschaften;Geisteswissenschaften allgemein;Medienwissenschaft;grid.434653.3;;;;http://www.gerit.org/de/institutiondetail/268214415;;;
European Radiation Dosimetry Group;European Radiation Dosimetry Group;www.eurados.org/;Sonst. Forschg;other res. inst.;268217129;Ingolstädter Landstraße;1;;38116;Braunschweig;;Humanmedizin/Gesundheitswissenschaften;Vorklinische Humanmedizin (einschl. Zahnmedizin);Radiologie/Strahlentherapie/Nuklearmedizin;;;;;http://www.gerit.org/de/institutiondetail/268217129;;;
European Severe Storms Laboratory;European Severe Storms Laboratory;www.essl.org/;Sonst. Forschg;other res. inst.;268222905;Münchner Straße;20;;82234;Weßling;;Mathematik, Naturwissenschaften;Geowissenschaften (ohne Geographie);Meteorologie;;;;;http://www.gerit.org/de/institutiondetail/268222905;;;
Fraunhofer Italia Research Konsortial;Fraunhofer Italia Research Consortium;www.fraunhofer.it/de.html;FhG;Fraunhofer;268224867;Schlachthofstraße;57;;39100;Bolzano;;Ingenieurwissenschaften;Ingenieurwissenschaften allgemein;Mechatronik;;;;;http://www.gerit.org/de/institutiondetail/268224867;;;
Fraunhofer-Center für Maritime Logistik und Dienstleistungen (CML);Fraunhofer Center for Maritime Logistics and Services (CML);www.cml.fraunhofer.de/;FhG;Fraunhofer;268226241;Am Schwarzenberg-Campus;4;;21073;Hamburg;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Logistik;grid.469859.f;;;;http://www.gerit.org/de/institutiondetail/268226241;;;
Fraunhofer-Institutszentrum Schloss Birlinghoven (IZB);Fraunhofer Institute Centre Schloss Birlinghoven (IZB);www.izb.fraunhofer.de/;FhG;Fraunhofer;268226616;Schloss Birlinghoven ;;;53754;Sankt Augustin;;Ingenieurwissenschaften;Informatik;Informatik allgemein;;;;;http://www.gerit.org/de/institutiondetail/268226616;;;
Fraunhofer-Verbund Mikroelektronik;Fraunhofer Group for Microelectronics;www.mikroelektronik.fraunhofer.de/;FhG;Fraunhofer;268226645;Anna-Louisa-Karsch-Straße;2;;10178;Berlin;;Ingenieurwissenschaften;Elektrotechnik und Informationstechnik;Elektrotechnik allgemein;;;;;http://www.gerit.org/de/institutiondetail/268226645;;;
Pathologie Hamburg - West Institut für Histologie; Zytologie und molekulare Diagnostik;Pathology Hamburg - West Institute for Histology, Cytology and Molecular Diagnostics;www.pathologie-hh-west.de;Sonst. Forschg;other res. inst.;268226816;Lornsenstraße;4;;22767;Hamburg;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Theoretische Humanmedizin (einschl. Zahnmedizin);Pathologie, Neuropathologie;;;;;http://www.gerit.org/de/institutiondetail/268226816;;
Gesellschaft für Anlagen- und Reaktorsicherheit;Gesellschaft für Anlagen- und Reaktorsicherheit (GRS);www.grs.de/;Sonst. Forschg;other res. inst.;268247556;Schwertnergasse;1;;50667;Köln;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Kerntechnik, Kernverfahrenstechnik;grid.72447.32;;;;http://www.gerit.org/de/institutiondetail/268247556;;;
IVT Research GmbH;IVT Research GmbH;www.ivt-verkehrsforschung.de;Sonst. Forschg;other res. inst.;268251984;M4;10;;68161;Mannheim;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Wirtschaftswissenschaften;Verkehrswirtschaft;;;;;http://www.gerit.org/de/institutiondetail/268251984;;;
Institut für Rundfunktechnik;Broadcast Technology Institute (IRT);www.irt.de/home/;Sonst. Forschg;other res. inst.;268252328;Floriansmühlstraße;60;;80939;München;;Ingenieurwissenschaften;Ingenieurwissenschaften allgemein;Medientechnik;grid.28367.38;;;;http://www.gerit.org/de/institutiondetail/268252328;;;
Institut für soziale Infrastruktur;Institute of Social Infrastructure;isis-sozialforschung.de/de/;Sonst. Forschg;other res. inst.;268252539;Kasseler Straße;1a;;60486;Frankfurt;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Sozialwissenschaften;Sozialwissenschaften allgemein;grid.493300.d;;;;http://www.gerit.org/de/institutiondetail/268252539;;;
iabi - Institut für angewandte Bauinformatik;iabi – Institute of Applied Building Informatics;www.iabi.eu/de/;Sonst. Forschg;other res. inst.;268252943;Karlstraße;6;;80333;München;;Ingenieurwissenschaften;Bauingenieurwesen;Bauingenieurwesen allgemein;grid.493302.f;;;;http://www.gerit.org/de/institutiondetail/268252943;;;
Internationale Forschungsgemeinschaft Futtermitteltechnik;International Research Association of Feed Technology e.V.;www.iff-braunschweig.de/index.php;Sonst. Forschg;other res. inst.;268253428;Frickenmühle;1a;;38110;Braunschweig;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Agrarwissenschaften, Lebensmittel- und Getränketechnologie;Agrarwissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/268253428;;;
ISaR Institute for Safety and Reliability;ISaR Institute for Safety and Reliability;www.tumtech.de/de/beteiligungen/isar/;Sonst. Forschg;other res. inst.;268254308;Walther-Meißner-Straße;1;;85748;Garching;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Wirtschaftswissenschaften;Betriebswirtschaftslehre;;;;;http://www.gerit.org/de/institutiondetail/268254308;;;
Medicomp Gesellschaft für Versuchsplanung und Datenanlyse mbH;Medicomp Gesellschaft für Versuchsplanung und Datenanlyse mbH;www.medicomp-cro.de/;Sonst. Forschg;other res. inst.;268265218;Ordenslandstraße;11;;82140;Olching;;Mathematik, Naturwissenschaften;Pharmazie;Pharmazie allgemein;;;;;http://www.gerit.org/de/institutiondetail/268265218;;;
nexus Institut für Kooperationsmanagement und interdisziplinäre Forschung;nexus Institute for Cooperation Management and Interdisciplinary Research;www.nexusinstitut.de;Sonst. Forschg;other res. inst.;268266357;Otto-Suhr-Allee;59;;10585;Berlin;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Sozialwissenschaften;Soziologie;;;;;http://www.gerit.org/de/institutiondetail/268266357;;;
Prüf- und Forschungsinstitut Pirmasens;Pirmasens Testing and Research Institute;www.pfi-germany.de;Sonst. Forschg;other res. inst.;268311878;Marie-Curie-Straße;19;;66953;Pirmasens;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Biotechnologie (techn. Verfahren);grid.425671.3;;;;http://www.gerit.org/de/institutiondetail/268311878;;;
Scientific Academy for Service Technology;Scientific Academy for Service Technology;servtech.info;Sonst. Forschg;other res. inst.;268322602;Bürgerstraße;57a;;58097;Hagen;;Ingenieurwissenschaften;Informatik;Informatik allgemein;;;;;http://www.gerit.org/de/institutiondetail/268322602;;;
sine-Institut;sine Institute;www.sine-institut.de;Sonst. Forschg;other res. inst.;268322950;Lilienstraße;3;;81669;München;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Sozialwesen;Soziale Arbeit;grid.437844.8;;;;http://www.gerit.org/de/institutiondetail/268322950;;;
Sylvia Lawry Centre for Multiple Sclerosis Research;Sylvia Lawry Centre for Multiple Sclerosis Research;www.thehumanmotioninstitute.org/node/158;Sonst. Forschg;other res. inst.;268327651;Hohenlindener Straße;1;;81677;München;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Theoretische Humanmedizin (einschl. Zahnmedizin);Experimentelle Medizin/Medizinforschung (ohne klinische Medizin);;;;;http://www.gerit.org/de/institutiondetail/268327651;;;
Technologie- und Förderzentrum TFZ;Technology and Support Centre (TFZ);www.tfz.bayern.de;Landesforschung;state research;268328987;Schulgasse;18;;94315;Straubing;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Agrar-, Forst- und Ernährungswissenschaften allgemein;Agrar-, Forst- und Ernährungswissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/268328987;;;
Forschungsgruppe Soziale Neurowissenschaften;Social Neuroscience Lab;www.social.mpg.de/;MPG;Max Planck;268473240;Philippstraße;13;;10099;Berlin;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Praktische Humanmedizin (ohne Zahnmedizin);Neurologie;;;;;http://www.gerit.org/de/institutiondetail/268473240;;;
Verein für sozialwissenschaftliche Forschung und Beratung e.V.;Verein für sozialwissenschaftliche Forschung und Beratung e.V.;www.vsfb.de;Sonst. Forschg;other res. inst.;268493444;Franz-Joseph-Straße;18;;80801;München;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Sozialwissenschaften;Sozialwissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/268493444;;;
Verein für Fahrzeugsicherheit Berlin;Association for Vehicle Safety;www.fahrzeugsicherheit-berlin.de/;Sonst. Forschg;other res. inst.;268499024;Gustav-Meyer-Allee;25;;13355;Berlin;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Verwaltungswissenschaften;Verkehrswesen;;;;;http://www.gerit.org/de/institutiondetail/268499024;;;
Institut für Lebensmittel- und Umweltforschung;Institute for Food and Environmental Research (ILU);www.ilu-ev.de;Sonst. Forschg;other res. inst.;268522171;Arthur-Scheunert-Allee;40/41 ;;14558;Nuthetal;;Ingenieurwissenschaften;Raumplanung;Umweltschutz;;;;;http://www.gerit.org/de/institutiondetail/268522171;;;
Institut für Medien- und Kommunikationspolitik (IfM);Institute of Media and Communication Policy (IfM);medienpolitik.eu/cms/index.php?idcat=54;Sonst. Forschg;other res. inst.;268758615;Am Hof;28;;50667;Köln;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Wirtschaftswissenschaften;Medienwirtschaft/Medienmanagement;;;;;http://www.gerit.org/de/institutiondetail/268758615;;;
Center of Maritime Technologies e.V.;Center of Maritime Technologies (CMT);www.cmt-net.org/;Sonst. Forschg;other res. inst.;269204630;Bramfelder Straße;164;;22305;Hamburg;;Ingenieurwissenschaften;Verkehrstechnik, Nautik;Schiffbau, Meerestechnik;;;;;http://www.gerit.org/de/institutiondetail/269204630;;;
CEWUS Chemnitzer Werkstoff- und Oberflächentechnik GmbH;CEWUS Chemnitzer Werkstoff- und Oberflächentechnik GmbH;www.cewus.de;Sonst. Forschg;other res. inst.;269216888;Neefestraße;80a;;9119;Chemnitz;;Ingenieurwissenschaften;Materialwissenschaft und Werkstofftechnik;Werkstofftechnik;;;;;http://www.gerit.org/de/institutiondetail/269216888;;;
FABES Innovations gGmbH;FABES Innovations gGmbH;www.fabes-online.de/profil.php?lang=de;Sonst. Forschg;other res. inst.;269219226;Schragenhofstraße;35;;80992;München;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Produktions- und Fertigungstechnologie;;;;;http://www.gerit.org/de/institutiondetail/269219226;;;
