Name deutsch;Name englisch;URL der Einrichtung;Einrichtungsart;Einrichtungsart englisch;DFG Instituts ID;Straße;Hausnummer;Postfach;Postleizahl vor Ort;Ort;Postleitzahl nach Ort;DESTATIS Fächerguppe;DESTATIS Lehr- Forschungsbereich;DESTATIS Fachgebiet;GRID ID;Crossref ID 1;Crossref ID 2;Crossref ID 3;URL GERiT Nachweis;;;
Fraunhofer-Einrichtung für Mikrosysteme und Festkörper-Technologien (EMFT);Fraunhofer Research Institution for Microsystems and Solid State Technologies (EMFT);www.emft.fraunhofer.de/;FhG;Fraunhofer;20726528;Hansastraße;27d;;80686;München;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Produktions- und Fertigungstechnologie;grid.469866.3;;;;http://www.gerit.org/de/institutiondetail/20726528;;;
Sächsisches Textilforschungsinstitut e. V.;Saxon Textile Research Institute (STFI);www.stfi.de;Sonst. Forschg;other res. inst.;20727382;Annaberger Straße;240;;9125;Chemnitz;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Textiltechnik;;;;;http://www.gerit.org/de/institutiondetail/20727382;;;
Gesellschaft für Antiziganismusforschung e.V.;Anti-Gypsyism Research Society (e.V.);www.antiziganismusforschung.de/;Sonst. Forschg;other res. inst.;20735530;;;Postfach 1509;35005;Marburg;;Geisteswissenschaften;Kulturwissenschaften i.e.S.;Allgemeine Kulturwissenschaft;;;;;http://www.gerit.org/de/institutiondetail/20735530;;;
LWL-Institut für westfälische Regionalgeschichte;LWL-Institute for Westphalian Regional History;www.lwl.org/LWL/Kultur/WIR;Sonst. Forschg;other res. inst.;20739696;Karlstraße;33;;48147;Münster;;Geisteswissenschaften;Geschichte;Länder-, Landesgeschichte;;;;;http://www.gerit.org/de/institutiondetail/20739696;;;
ICM - Institut Chemnitzer Maschinen- und Anlagenbau e.V.;ICM - Chemnitz Institute for Machinery and Plant Construction;www.icm-chemnitz.de;Sonst. Forschg;other res. inst.;20741708;Otto-Schmerbach-Straße;19;;9117;Chemnitz;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Maschinenbau allgemein;grid.486776.c;;;;http://www.gerit.org/de/institutiondetail/20741708;;;
Verbundzentrale des GBV (VZG);;www.gbv.de/;Sonst. Forschg;other res. inst.;20743732;;;Postfach 2932;37070;Göttingen;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Verwaltungswissenschaften;Bibliothekswesen;;;;;http://www.gerit.org/de/institutiondetail/20743732;;;
Institut für Angewandte Trainingswissenschaft e.V.;Institute for Applied Training Science (IAT);www.sport-iat.de/;Sonst. Forschg;other res. inst.;20745222;;;Postfach 100 841;4008;Leipzig;;Sport;Sport;Sportwissenschaften allgemein;grid.506315.4;;;;http://www.gerit.org/de/institutiondetail/20745222;;;
Johann-Sebastian-Bach-Institut;Johann Sebastian Bach Institute;www.bach-institut.de/;Sonst. Forschg;other res. inst.;20746554;Dahlmannstraße;14;;37073;Göttingen;;Geisteswissenschaften;Bibliothekswissenschaft, Dokumentation;Bibliothekswissenschaft, Dokumentation allgemein;;;;;http://www.gerit.org/de/institutiondetail/20746554;;;
Hochschule für Polizei Baden-Württemberg;Police Academy Baden-Württemberg;www.hfpol-bw.de;Weitere HS/FS;univ.of appl.science;20748138;Sturmbühlstraße;250;;78054;Villingen-Schwenningen;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.466421.3;;;;http://www.gerit.org/de/institutiondetail/20748138;;;
ILS - Institut für Landes- und Stadtentwicklungsforschung gGmbH;ILS - Research Institute for Regional and Urban Development;www.ils-forschung.de;Landesforschung;state research;20748326;Brüderweg;22-24;;44135;Dortmund;;Ingenieurwissenschaften;Architektur;Städtebau und Siedlungswesen;;;;;http://www.gerit.org/de/institutiondetail/20748326;;;
Institut für Lehrerfort- und -weiterbildung;Institute of Continuing Education and Training of Teachers (ILF);www.ilf-mainz.de/;Sonst. Forschg;other res. inst.;20748442;Saarstraße;1;;55122;Mainz;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Erziehungswissenschaften;Schulpädagogik;;;;;http://www.gerit.org/de/institutiondetail/20748442;;;
Europäisches Institut für Energieforschung;European Institute for Energy Resesarch;www.eifer.kit.edu;Sonst. Forschg;other res. inst.;20748886;Emmy-Noether-Straße;11;;76131;Karlsruhe;;Mathematik, Naturwissenschaften;Mathematik, Naturwissenschaften allgemein;Interdisziplinäre Studien (Schwerpunkt Naturwissenschaft);grid.33623.37;;;;http://www.gerit.org/de/institutiondetail/20748886;;;
SEACOM Südostasiengesellschaft bR.;Southeast Asia Communication Centre;www.seacom.de/;Sonst. Forschg;other res. inst.;20749242;Fischerinsel ;1;;10179;Berlin;;Geisteswissenschaften;Sonstige/Außereuropäische Sprach- und Kulturwissenschaften;Sprachen und Kulturen Südostasiens und Ozeaniens;;;;;http://www.gerit.org/de/institutiondetail/20749242;;;
Kleist-Gedenk- und Forschungsstätte e.V.;Kleist Memorial and Research Centre (e.V.);www.kleist-museum.de/;Sonst. Forschg;other res. inst.;20749496;Faberstraße;7;;15230;Frankfurt;;Geisteswissenschaften;Germanistik (Deutsch, germanische Sprachen ohne Anglistik);Germanistik (Deutsch, germanische Sprachen ohne Anglistik) allgemein;;;;;http://www.gerit.org/de/institutiondetail/20749496;;;
Stiftung Lesen;Reading Foundation 'Stiftung Lesen';www.stiftunglesen.de/;Sonst. Forschg;other res. inst.;20749906;Römerwall;40;;55131;Mainz;;Geisteswissenschaften;Geisteswissenschaften allgemein;Geisteswissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/20749906;;;
Duisburger Institut für Sprach- und Sozialforschung;Duisburg Institute of Linguistic and Social Research (DISS);www.diss-duisburg.de/;Sonst. Forschg;other res. inst.;20750740;Siegstraße;15;;47051;Duisburg;;Geisteswissenschaften;Germanistik (Deutsch, germanische Sprachen ohne Anglistik);Deutsche Sprachwissenschaft;;;;;http://www.gerit.org/de/institutiondetail/20750740;;;
Leibniz-Zentrum Allgemeine Sprachwissenschaft (ZAS);Leibniz-Centre General Linguistics (ZAS);www.leibniz-zas.de/;WGL;Leibniz;20751708;Schützenstraße;18;;10117;Berlin;;Geisteswissenschaften;Allgemeine und vergleichende Literatur- und Sprachwissenschaft;Allg. und vergleichende Sprachwissenschaft;grid.473828.2;;;;http://www.gerit.org/de/institutiondetail/20751708;;;
Institut für Europäische Politik Jean-Monnet-Haus;Institute for European Politics;www.iep-berlin.de/;Sonst. Forschg;other res. inst.;20752292;Bundesallee;23;;10717;Berlin;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Politikwissenschaften;Internationale Politik, Internationale Beziehungen;grid.435521.4;;;;http://www.gerit.org/de/institutiondetail/20752292;;;
Forschungsinstitut für Bildungs- und Sozialökonomie (FIBS);Institute for Education and Socio-Economic Research;www.fibs.eu/;Sonst. Forschg;other res. inst.;20755324;Reinhardtstraße;31;;10117;Berlin;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Rechts-, Wirtschafts- und Sozialwissenschaften allgemein;Interdisziplinäre Studien (Schwerpunkt Rechts-, Wirtschafts- und Sozialwissenschaften);grid.506213.3;;;;http://www.gerit.org/de/institutiondetail/20755324;;;
Deutsche Gesellschaft für Osteuropakunde e.V.;German Association for Eastern European Studies (DGO e.V.);www.dgo-online.org/;Sonst. Forschg;other res. inst.;20757728;Schaperstraße;30;;10719;Berlin;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Regionalwissenschaften;Ost- und Südosteuropa;;;;;http://www.gerit.org/de/institutiondetail/20757728;;;
Deutsche Wissenschaftliche Gesellschaft für Erdöl; Erdgas und Kohle e.V.;DGMK German Society for Petroleum and Coal Science and Technology;www.dgmk.de/;Sonst. Forschg;other res. inst.;20760336;Überseering ;40;;22297;Hamburg;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Energietechnik (ohne Elektrotechnik);grid.424266.0;;;;http://www.gerit.org/de/institutiondetail/20760336;;
Union der Deutschen Akademien der Wissenschaften;Union of the German Academies of Sciences and Humanities;www.akademienunion.de/;Akad. d. Wiss.;Academies;20761362;Geschwister-Scholl-Straße;2;;55131;Mainz;;Geisteswissenschaften;Geisteswissenschaften allgemein;Geisteswissenschaften allgemein;grid.469869.c;;;;http://www.gerit.org/de/institutiondetail/20761362;;;
Landesamt für Denkmalpflege und Archäologie Sachsen- Anhalt  - Landesmuseum für Vorgeschichte;State Office for Heritage Management and Archaeology Saxony-Anhalt State Museum of Prehistory;www.lda-lsa.de/;Landesforschung;state research;20761692;Richard-Wagner-Straße;9;;6114;Halle;;Geisteswissenschaften;Geschichte;Archäologie;grid.461745.5;;;;http://www.gerit.org/de/institutiondetail/20761692;;;
Professor Hellriegel Institut e.V. Bernburg   Institut an der Hochschule Anhalt (FH);Professor Hellriegel Institut e.V. Bernburg Institute at Anhalt University of Applied Sciences;www.hs-anhalt.de/hochschule-anhalt/einrichtungen/institute/professor-hellriegel-institut/herzlich-willkommen.html;Sonst. Forschg;other res. inst.;20763296;Strenzfelder Allee;28;;6406;Bernburg;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Agrarwissenschaften, Lebensmittel- und Getränketechnologie;Pflanzenproduktion;;;;;http://www.gerit.org/de/institutiondetail/20763296;;;
Fraunhofer-Institut für Software- und Systemtechnik (ISST);Fraunhofer Institute for Software and Systems Engineering (ISST);www.isst.fraunhofer.de/;FhG;Fraunhofer;20765480;Emil-Figge-Straße;91;;44227;Dortmund;;Ingenieurwissenschaften;Informatik;Angewandte Informatik;grid.469821.0;;;;http://www.gerit.org/de/institutiondetail/20765480;;;
Bundesverband Deutscher Pflanzenzüchter e.V. (BDP);Federal Association of German Plant Breeders (BDP e.V.);www.bdp-online.de/de/Homepage/;Sonst. Forschg;other res. inst.;20766868;Kaufmannstraße;71-73;;53115;Bonn;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Agrarwissenschaften, Lebensmittel- und Getränketechnologie;Pflanzenproduktion;;;;;http://www.gerit.org/de/institutiondetail/20766868;;;
Albertus-Magnus-Institut Bonn;Albertus Magnus Institute Bonn;www.albertus-magnus-institut.de/;Sonst. Forschg;other res. inst.;20767274;Adenauerallee;17;;53111;Bonn;;Geisteswissenschaften;Geschichte;Mittelalterliche Geschichte;;;;;http://www.gerit.org/de/institutiondetail/20767274;;;
Stiftung Kompetenzzentrum Obstbau Bodensee;Competence Centre for Fruit Production in the Lake Constance Region (Stiftung KOB);www.kob-bavendorf.de;Landesforschung;state research;20768578;Schuhmacherhof;6;;88213;Ravensburg;;Mathematik, Naturwissenschaften;Biologie;Botanik;;;;;http://www.gerit.org/de/institutiondetail/20768578;;;
Kompetenzzentrum Maschinenbau Chemnitz/Sachsen e.V.;Mechanical Engineering Competence Centre Chemnitz/Saxony (KMC/Sachsen e.V.);www.kmc-chemnitz.de/;Sonst. Forschg;other res. inst.;20770216;Reichenhainer Straße;88;;9126;Chemnitz;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Maschinenbau allgemein;;;;;http://www.gerit.org/de/institutiondetail/20770216;;;
European Institute for the Media (EIM);European Institute for the Media (EIM);www.eim.org/;Sonst. Forschg;other res. inst.;20770344;Vogelpothsweg;78;;44227;Dortmund;;Geisteswissenschaften;Geisteswissenschaften allgemein;Medienwissenschaft;;;;;http://www.gerit.org/de/institutiondetail/20770344;;;
Missionswissenschaftliches Institut Missio e.V.;Institute of Missiology Missio e.V.;www.mwi-aachen.org/;Sonst. Forschg;other res. inst.;20770540;Goethestraße;43;;52064;Aachen;;Geisteswissenschaften;Kulturwissenschaften i.e.S.;Allgemeine Kulturwissenschaft;;;;;http://www.gerit.org/de/institutiondetail/20770540;;;
Sportmedizinisches Institut Frankfurt am Main e.V.;Institute for Sports Medicine Frankfurt Main (e.V.);www.smi-frankfurt.de/;Sonst. Forschg;other res. inst.;20773222;Otto-Fleck-Schneise;10;;60528;Frankfurt;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Praktische Humanmedizin (ohne Zahnmedizin);Sportmedizin (klinisch-praktisch);;;;;http://www.gerit.org/de/institutiondetail/20773222;;;
Fraunhofer-Institut für Hochfrequenzphysik und Radartechnik (FHR);Fraunhofer Institute for High Frequency Physics and Radar Techniques (FHR);www.fhr.fraunhofer.de/;FhG;Fraunhofer;20774582;Fraunhoferstraße;20;;53343;Wachtberg;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Physikalische Technik;grid.461619.d;;;;http://www.gerit.org/de/institutiondetail/20774582;;;
Institut für Therapieforschung;Therapy Research Institute (Institut für Therapieforschung, IFT);www.ift.de/;Sonst. Forschg;other res. inst.;20775724;Parzivalstraße;25;;80804;München;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Psychologie;Arbeits-, Organisations- und Wirtschaftspsychologie;grid.417840.e;;;;http://www.gerit.org/de/institutiondetail/20775724;;;
BDG-Service GmbH;BDG-Service GmbH;www.bdg-service.de;Sonst. Forschg;other res. inst.;20775878;Hansaallee;203;;40549;Düsseldorf;;Ingenieurwissenschaften;Bergbau, Hüttenwesen;Hütten- und Gießereiwesen;;;;;http://www.gerit.org/de/institutiondetail/20775878;;;
Deutsche Physikalische Gesellschaft e. V.;;www.dpg-physik.de/;Sonst. Forschg;other res. inst.;20777556;Hauptstraße;5;;53604;Bad Honnef;;Mathematik, Naturwissenschaften;Physik, Astronomie;Physik;;;;;http://www.gerit.org/de/institutiondetail/20777556;;;
Bundesinstitut für Risikobewertung (BfR);Federal Institute for Risk Assessment (BfR);www.bfr.bund.de/de/start.html;Bundesforschung;federal research;20777634;Max-Dohrn-Straße;08. Okt;;10589;Berlin;;Humanmedizin/Gesundheitswissenschaften;Gesundheitswissenschaften allgemein;Gesundheitswissenschaft/-management;grid.417830.9;;;;http://www.gerit.org/de/institutiondetail/20777634;;;
I.F.I. Institut für Industrieaerodynamik GmbH an der Fachhochschule Aachen;I.F.I. Institute for Industrial Aerodynamics GmbH Institute at the Aachen;www.ifi-aachen.de/;Sonst. Forschg;other res. inst.;20777744;Welkenrather Straße;120;;52074;Aachen;;Ingenieurwissenschaften;Verkehrstechnik, Nautik;Luft- und Raumfahrttechnik;;;;;http://www.gerit.org/de/institutiondetail/20777744;;;
Forschungsvereinigung Verbrennungskraftmaschinen e.V.;FVV Research Association for Combustion Engines;www.fvv-net.de/;Sonst. Forschg;other res. inst.;20780772;Lyoner Straße;18;;60528;Frankfurt;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Maschinenbau allgemein;;;;;http://www.gerit.org/de/institutiondetail/20780772;;;
Landesspracheninstitut Nordrhein-Westfalen;State Language Centre North Rhine-Westphalia (LSI NRW);www.lsi-nrw.de/daslsi/index.html;Landesforschung;state research;20781596;;;Postfach 101565;44715;Bochum;;Geisteswissenschaften;Allgemeine und vergleichende Literatur- und Sprachwissenschaft;Fremdsprachenausbildung (für Hörer aller Fakultäten);;;;;http://www.gerit.org/de/institutiondetail/20781596;;;
Biosphärenreservat Schorfheide-Chorin;Biosphere Reserve Schorfheide-Chorin;www.schorfheide-chorin-biosphaerenreservat.de/;Sonst. Forschg;other res. inst.;20782624;Hoher Steinweg;05. Jun;;16278;Angermünde;;Mathematik, Naturwissenschaften;Biologie;Ökologie;;;;;http://www.gerit.org/de/institutiondetail/20782624;;;
Hertie School gemeinnützige GmbH;Hertie School gemeinnützige GmbH;www.hertie-school.org/;Universität;university;20887065;Friedrichstraße;180;;10117;Berlin;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.424677.4;;;;http://www.gerit.org/de/institutiondetail/20887065;;;
Hochschule der Sächsischen Polizei (FH);University of Applied Police Sciences Saxony;www.polizei.sachsen.de/de/polfh.htm;Weitere HS/FS;univ.of appl.science;20928150;Friedensstraße;120;;2929;Rothenburg;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.466318.e;;;;http://www.gerit.org/de/institutiondetail/20928150;;;
Gesellschaft zur Förderung der Arnold Schönberg Gesamtausgabe e.V.;Society in Support of the Complete Edition of the Writings of Arnold Schönberg (Gesellschaft zur Förderung der Arnold Schönberg Gesamtausgabe e.V.);www.schoenberg-gesamtausgabe.de/informationen.html;Sonst. Forschg;other res. inst.;21848212;Jägerstraße ;22/23;;10117;Berlin;;Kunst, Kunstwissenschaft;Musik, Musikwissenschaft;Musikwissenschaft, -geschichte;;;;;http://www.gerit.org/de/institutiondetail/21848212;;;
Fraunhofer-Pilotanlagenzentrum für Polymersynthese und -verarbeitung (PAZ);Fraunhofer Pilot Plant Center for Polymer Synthesis and Processing PAZ;www.polymer-pilotanlagen.de;FhG;Fraunhofer;21993283;Value Park A;74;;6258;Schkopau;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Kunststofftechnik;;;;;http://www.gerit.org/de/institutiondetail/21993283;;;
Deutscher Verein für Kunstwissenschaft e.V.;German Society for the Study of Art (e.V.);www.dvfk-berlin.de/;Sonst. Forschg;other res. inst.;22033298;Jebensstraße ;2;;10623;Berlin;;Kunst, Kunstwissenschaft;Kunst, Kunstwissenschaft allgemein;Kunst, Kunstwissenschaft allgemein;;;;;http://www.gerit.org/de/institutiondetail/22033298;;;
Landesamt für Bergbau; Geologie und Rohstoffe;State Institute for Mining, Geology and Natural Resources;www.lbgr.brandenburg.de;Landesforschung;state research;22464101;Vom-Stein-Straße;30;;3050;Cottbus;;Ingenieurwissenschaften;Bergbau, Hüttenwesen;Bergbau und mineralische Rohstoffwirtschaft;;;;;http://www.gerit.org/de/institutiondetail/22464101;;
Telekom Innovation Laboratories;Telekom Innovation Laboratories;www.laboratories.telekom.com/public/Deutsch/Pages/default.aspx;Sonst. Forschg;other res. inst.;22544460;Ernst-Reuter-Platz;7;;10587;Berlin;;Ingenieurwissenschaften;Informatik;Computer- und Kommunikationstechniken;;;;;http://www.gerit.org/de/institutiondetail/22544460;;;
Institut für Radiobiologie der Bundeswehr München;Radiobiology Institute of the German Federal Armed Forces;www.sanitaetsdienst-bundeswehr.de/portal/a/sanitaetsdienst/!ut/p/c4/NYtBC4JAEEb_0cxaRNKtEMOLHctuqy4yoLMyO5sg_fh2D30P3uXx4RsTbD80WSXPdsYXdgNd-g32YBmi651EDkAclDQqPvNjdDB4dpqtjpWSJ7HqBVYvOucSRVIBGrEzRXUzpfmv-J7bujrdD-WxaesHrsty_QEeSWuh/;Bundesforschung;federal research;22769673;Neuherbergstraße;11;;80937;München;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Theoretische Humanmedizin (einschl. Zahnmedizin);Radiologie (diagnostisch, ohne Betten);;;;;http://www.gerit.org/de/institutiondetail/22769673;;;
Rostocker Zentrum zur Erforschung des Demografischen Wandels;Rostock Centre for the Study of Demographic Change;www.rostockerzentrum.de/;Sonst. Forschg;other res. inst.;22974608;Konrad-Zuse-Straße ;1;;18057;Rostock;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Sozialwissenschaften;Bevölkerungswissenschaft (Demographie);;;;;http://www.gerit.org/de/institutiondetail/22974608;;;
RLP AgroScience GmbH;RLP AgroScience GmbH;www.agroscience.de/;Landesforschung;state research;23077421;Breitenweg;71;;67435;Neustadt;;Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin;Agrar-, Forst- und Ernährungswissenschaften allgemein;Angewandte Naturwissenschaften (Agrar-, F.- u. E.-wiss.);;;;;http://www.gerit.org/de/institutiondetail/23077421;;;
